title,release_date,developer,publisher,genre,product_rating,user_score,platform,metascore,source
Super Mario 3D World,11/22/2013,Nintendo,Nintendo,3D Platformer,Rated E For Everyone,8.9,Wii U,93,dataset3
Legend of Mana Remastered,6/24/2021,M2,Square Enix,Action RPG,Rated T For Teen,6.8,Nintendo Switch,71,dataset3
Legend of Mana Remastered,6/24/2021,M2,Square Enix,Action RPG,Rated T For Teen,6.8,PlayStation 4,72,dataset3
Legend of Mana Remastered,6/24/2021,M2,Square Enix,Action RPG,Rated T For Teen,6.8,PC,71,dataset3
Legend of Mana Remastered,6/24/2021,M2,Square Enix,Action RPG,Rated T For Teen,6.8,iOS (iPhone/iPad),tbd,dataset3
Torchlight III,10/13/2020,"Echtra Games, Inc.",Perfect World Entertainment,Action RPG,Rated T For Teen,3.3,Xbox One,68,dataset3
Torchlight III,10/13/2020,"Echtra Games, Inc.",Perfect World Entertainment,Action RPG,Rated T For Teen,3.3,PC,65,dataset3
Torchlight III,10/13/2020,"Echtra Games, Inc.",Perfect World Entertainment,Action RPG,Rated T For Teen,3.3,PlayStation 4,62,dataset3
Torchlight III,10/13/2020,"Echtra Games, Inc.",Perfect World Entertainment,Action RPG,Rated T For Teen,3.3,Nintendo Switch,63,dataset3
Xuan-Yuan Sword: Mists Beyond the Mountains,7/25/2023,SOFTSTAR Entertainment,Gamera Games,JRPG,,,PC,54,dataset3
Xuan-Yuan Sword: Mists Beyond the Mountains,7/25/2023,SOFTSTAR Entertainment,Gamera Games,JRPG,,,Nintendo Switch,tbd,dataset3
Groundhog Day: Like Father Like Son,9/17/2019,Tequila Works,Sony Pictures Virtual Reality,First-Person Adventure,Rated M For Mature,5.4,PC,71,dataset3
Groundhog Day: Like Father Like Son,9/17/2019,Tequila Works,Sony Pictures Virtual Reality,First-Person Adventure,Rated M For Mature,5.4,PlayStation 4,62,dataset3
Bomb Chicken,7/12/2018,Nitrome,Nitrome,2D Platformer,Rated E +10 For Everyone +10,7.9,Nintendo Switch,77,dataset3
Bomb Chicken,7/12/2018,Nitrome,Nitrome,2D Platformer,Rated E +10 For Everyone +10,7.9,PlayStation 4,tbd,dataset3
Bomb Chicken,7/12/2018,Nitrome,Nitrome,2D Platformer,Rated E +10 For Everyone +10,7.9,iOS (iPhone/iPad),tbd,dataset3
Vampire: The Masquerade - Redemption,6/7/2000,Nihilistic,Activision,Western RPG,Rated M For Mature,8.2,PC,74,dataset3
Game Dev Tycoon,4/28/2013,Greenheart Games,Greenheart Games,Tycoon,,8.0,PC,68,dataset3
Game Dev Tycoon,4/28/2013,Greenheart Games,Greenheart Games,Tycoon,,8.0,iOS (iPhone/iPad),89,dataset3
Game Dev Tycoon,4/28/2013,Greenheart Games,Greenheart Games,Tycoon,,8.0,Nintendo Switch,81,dataset3
Pokemon Mystery Dungeon: Blue Rescue Team,9/18/2006,ChunSoft,Nintendo,Roguelike,Rated E For Everyone,8.2,DS,62,dataset3
Stranger Things 3: The Game,7/4/2019,BonusXP,Netflix,Action Adventure,Rated T For Teen,6.3,PC,62,dataset3
Stranger Things 3: The Game,7/4/2019,BonusXP,Netflix,Action Adventure,Rated T For Teen,6.3,Xbox One,72,dataset3
Stranger Things 3: The Game,7/4/2019,BonusXP,Netflix,Action Adventure,Rated T For Teen,6.3,Nintendo Switch,53,dataset3
Stranger Things 3: The Game,7/4/2019,BonusXP,Netflix,Action Adventure,Rated T For Teen,6.3,PlayStation 4,57,dataset3
UFC Undisputed 2009,5/19/2009,Yuke's,THQ,Wrestling,Rated T For Teen,7.6,PlayStation 3,84,dataset3
UFC Undisputed 2009,5/19/2009,Yuke's,THQ,Wrestling,Rated T For Teen,7.6,Xbox 360,83,dataset3
Mechstermination Force,4/3/2019,Horberg Productions,Horberg Productions,2D Platformer,Rated E For Everyone,6.8,Nintendo Switch,79,dataset3
R.U.S.E.,9/7/2010,Eugen Systems,Ubisoft,Real-Time Strategy,Rated T For Teen,7.6,PC,76,dataset3
R.U.S.E.,9/7/2010,Eugen Systems,Ubisoft,Real-Time Strategy,Rated T For Teen,7.6,Xbox 360,78,dataset3
R.U.S.E.,9/7/2010,Eugen Systems,Ubisoft,Real-Time Strategy,Rated T For Teen,7.6,PlayStation 3,76,dataset3
A Memoir Blue,3/24/2022,Cloisters,Annapurna Interactive,Adventure,Rated E For Everyone,5.7,iOS (iPhone/iPad),tbd,dataset3
A Memoir Blue,3/24/2022,Cloisters,Annapurna Interactive,Adventure,Rated E For Everyone,5.7,PlayStation 5,71,dataset3
A Memoir Blue,3/24/2022,Cloisters,Annapurna Interactive,Adventure,Rated E For Everyone,5.7,Xbox One,tbd,dataset3
A Memoir Blue,3/24/2022,Cloisters,Annapurna Interactive,Adventure,Rated E For Everyone,5.7,Xbox Series X,75,dataset3
A Memoir Blue,3/24/2022,Cloisters,Annapurna Interactive,Adventure,Rated E For Everyone,5.7,PlayStation 4,66,dataset3
A Memoir Blue,3/24/2022,Cloisters,Annapurna Interactive,Adventure,Rated E For Everyone,5.7,Nintendo Switch,tbd,dataset3
Back to the Future: The Game - Episode V: OUTATIME,6/23/2011,Telltale Games,Telltale Games,Third-Person Adventure,Rated RP For Rate Pending,7.1,PC,75,dataset3
Back to the Future: The Game - Episode V: OUTATIME,6/23/2011,Telltale Games,Telltale Games,Third-Person Adventure,Rated RP For Rate Pending,7.1,PlayStation 3,tbd,dataset3
Back to the Future: The Game - Episode V: OUTATIME,6/23/2011,Telltale Games,Telltale Games,Third-Person Adventure,Rated RP For Rate Pending,7.1,iOS (iPhone/iPad),tbd,dataset3
Hail to the Chimp,7/2/2008,Wideload Games Inc.,Gamecock Media Group,Party,Rated T For Teen,5.8,Xbox 360,52,dataset3
Hail to the Chimp,7/2/2008,Wideload Games Inc.,Gamecock Media Group,Party,Rated T For Teen,5.8,PlayStation 3,51,dataset3
Assassin's Creed: Revelations,11/15/2011,Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,7.5,Xbox 360,80,dataset3
Assassin's Creed: Revelations,11/15/2011,Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,7.5,PlayStation 3,80,dataset3
Assassin's Creed: Revelations,11/15/2011,Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,7.5,PC,80,dataset3
Hearthstone: Heroes of Warcraft,3/11/2014,Blizzard Entertainment,Blizzard Entertainment,Card Battle,Rated T For Teen,5.7,PC,88,dataset3
Hearthstone: Heroes of Warcraft,3/11/2014,Blizzard Entertainment,Blizzard Entertainment,Card Battle,Rated T For Teen,5.7,iOS (iPhone/iPad),93,dataset3
Wings (1990),2/13/2003,Crawfish Interactive,Metro3D,Rail Shooter,Rated E For Everyone,,Game Boy Advance,72,dataset3
Castlevania: Symphony of the Night,3/21/2007,Digital Eclipse,Konami,Metroidvania,Rated T For Teen,8.7,PlayStation,93,dataset3
Castlevania: Symphony of the Night,3/21/2007,Digital Eclipse,Konami,Metroidvania,Rated T For Teen,8.7,Xbox 360,89,dataset3
Castlevania: Symphony of the Night,3/21/2007,Digital Eclipse,Konami,Metroidvania,Rated T For Teen,8.7,iOS (iPhone/iPad),88,dataset3
Electronic Super Joy,11/5/2015,Michael Todd Games,Broken Rules,2D Platformer,Rated E +10 For Everyone +10,7.6,PC,tbd,dataset3
Electronic Super Joy,11/5/2015,Michael Todd Games,Broken Rules,2D Platformer,Rated E +10 For Everyone +10,7.6,Wii U,78,dataset3
Electronic Super Joy,11/5/2015,Michael Todd Games,Broken Rules,2D Platformer,Rated E +10 For Everyone +10,7.6,Xbox One,77,dataset3
Electronic Super Joy,11/5/2015,Michael Todd Games,Broken Rules,2D Platformer,Rated E +10 For Everyone +10,7.6,Nintendo Switch,tbd,dataset3
The Hong Kong Massacre,1/29/2019,VRESKI,VRESKI,Top-Down Shoot-'Em-Up,Rated M For Mature,6.0,PlayStation 4,71,dataset3
The Hong Kong Massacre,1/29/2019,VRESKI,VRESKI,Top-Down Shoot-'Em-Up,Rated M For Mature,6.0,PC,68,dataset3
The Hong Kong Massacre,1/29/2019,VRESKI,VRESKI,Top-Down Shoot-'Em-Up,Rated M For Mature,6.0,Nintendo Switch,56,dataset3
Capcom Classics Collection,9/27/2005,Digital Eclipse,Capcom,Compilation,Rated T For Teen,8.3,PlayStation 2,78,dataset3
Capcom Classics Collection,9/27/2005,Digital Eclipse,Capcom,Compilation,Rated T For Teen,8.3,Xbox,81,dataset3
Peggle: Dual Shot,2/27/2009,Q Entertainment,PopCap,Action Puzzle,Rated E For Everyone,6.4,DS,84,dataset3
Guilty Gear XX Accent Core Plus,5/12/2009,Arc System Works,Aksys Games,2D Fighting,Rated T For Teen,7.4,PlayStation 3,75,dataset3
Guilty Gear XX Accent Core Plus,5/12/2009,Arc System Works,Aksys Games,2D Fighting,Rated T For Teen,7.4,Wii,76,dataset3
Guilty Gear XX Accent Core Plus,5/12/2009,Arc System Works,Aksys Games,2D Fighting,Rated T For Teen,7.4,PlayStation 2,tbd,dataset3
Guilty Gear XX Accent Core Plus,5/12/2009,Arc System Works,Aksys Games,2D Fighting,Rated T For Teen,7.4,PSP,tbd,dataset3
Guilty Gear XX Accent Core Plus,5/12/2009,Arc System Works,Aksys Games,2D Fighting,Rated T For Teen,7.4,Xbox 360,74,dataset3
Beat Sneak Bandit,2/16/2012,Simogo,Simogo,Puzzle,,6.9,iOS (iPhone/iPad),92,dataset3
Blackbar,8/23/2013,Neven Mrgan,Neven Mrgan,Logic Puzzle,,,iOS (iPhone/iPad),82,dataset3
Hurry Up Hedgehog!,6/16/2009,Ivolgamus,Oxygen Interactive,Board,Rated E +10 For Everyone +10,,DS,50,dataset3
Ultimate Fighting Championship: Tapout,2/17/2002,DreamFactory,Crave,Combat Sport,Rated T For Teen,,Xbox,74,dataset3
Crazy Taxi: City Rush,7/31/2014,Hardlight Studio,Sega,Auto Racing,,6.8,iOS (iPhone/iPad),63,dataset3
Yo-kai Watch Blasters: White Dog Squad,9/7/2018,Level 5,Nintendo,3D Beat-'Em-Up,Rated E +10 For Everyone +10,7.1,3DS,67,dataset3
Saints Row: The Third,11/15/2011,Volition Inc.,THQ,Open-World Action,Rated M For Mature,7.7,PC,84,dataset3
Saints Row: The Third,11/15/2011,Volition Inc.,THQ,Open-World Action,Rated M For Mature,7.7,PlayStation 3,82,dataset3
Saints Row: The Third,11/15/2011,Volition Inc.,THQ,Open-World Action,Rated M For Mature,7.7,Xbox 360,84,dataset3
VOEZ,3/9/2017,Flyhigh Works,Flyhigh Works,Rhythm,Rated T For Teen,8.0,iOS (iPhone/iPad),90,dataset3
VOEZ,3/9/2017,Flyhigh Works,Flyhigh Works,Rhythm,Rated T For Teen,8.0,Nintendo Switch,81,dataset3
OutRun: Online Arcade,4/15/2009,Sumo Digital,Sega,Auto Racing,Rated E For Everyone,7.5,Xbox 360,79,dataset3
Kirby's Dream Buffet,8/17/2022,HAL Labs,Nintendo,Party,Rated E For Everyone,7.2,Nintendo Switch,67,dataset3
SingStar Amped,9/18/2007,SCEE London Studio,SCEA,Rhythm,Rated T For Teen,,PlayStation 2,76,dataset3
Modern Combat 4: Zero Hour,12/6/2012,Gameloft,Gameloft,FPS,,6.9,iOS (iPhone/iPad),82,dataset3
Lego Indiana Jones 2: The Adventure Continues,11/17/2009,Traveller's Tales,LucasArts,Action Adventure,Rated E +10 For Everyone +10,7.2,Wii,72,dataset3
Lego Indiana Jones 2: The Adventure Continues,11/17/2009,Traveller's Tales,LucasArts,Action Adventure,Rated E +10 For Everyone +10,7.2,DS,59,dataset3
Lego Indiana Jones 2: The Adventure Continues,11/17/2009,Traveller's Tales,LucasArts,Action Adventure,Rated E +10 For Everyone +10,7.2,PlayStation 3,70,dataset3
Lego Indiana Jones 2: The Adventure Continues,11/17/2009,Traveller's Tales,LucasArts,Action Adventure,Rated E +10 For Everyone +10,7.2,PSP,tbd,dataset3
Lego Indiana Jones 2: The Adventure Continues,11/17/2009,Traveller's Tales,LucasArts,Action Adventure,Rated E +10 For Everyone +10,7.2,Xbox 360,71,dataset3
Lego Indiana Jones 2: The Adventure Continues,11/17/2009,Traveller's Tales,LucasArts,Action Adventure,Rated E +10 For Everyone +10,7.2,PC,66,dataset3
Crash Team Racing: Nitro-Fueled,6/21/2019,Beenox,Activision,Auto Racing,Rated E +10 For Everyone +10,7.0,PlayStation 4,83,dataset3
Crash Team Racing: Nitro-Fueled,6/21/2019,Beenox,Activision,Auto Racing,Rated E +10 For Everyone +10,7.0,Nintendo Switch,80,dataset3
Crash Team Racing: Nitro-Fueled,6/21/2019,Beenox,Activision,Auto Racing,Rated E +10 For Everyone +10,7.0,Xbox One,84,dataset3
Dark Arena,1/18/2002,Graphic State,Majesco,FPS,Rated T For Teen,,Game Boy Advance,65,dataset3
S.W.I.N.E.,12/3/2001,Stormregion,Fishtank Interactive,Real-Time Tactics,Rated T For Teen,8.2,PC,65,dataset3
The Westport Independent,1/21/2016,Double Zero One Zero,Coffee Stain Studios,Tycoon,,6.9,PC,63,dataset3
The Westport Independent,1/21/2016,Double Zero One Zero,Coffee Stain Studios,Tycoon,,6.9,iOS (iPhone/iPad),75,dataset3
Dave Mirra BMX Challenge,11/2/2006,Left Field Productions,Crave,Arcade Racing,Rated E For Everyone,3.2,PSP,32,dataset3
Dave Mirra BMX Challenge,11/2/2006,Left Field Productions,Crave,Arcade Racing,Rated E For Everyone,3.2,Wii,36,dataset3
Gunman Chronicles,11/19/2000,Rewolf Software,Sierra Entertainment,FPS,Rated M For Mature,6.8,PC,65,dataset3
